임대시세,0-9세주거,10-19세주거,20-29세주거,30-39세주거,40-49세주거,50-59세주거,60-69세주거,70-79세주거,80-89세주거,1인가구,2인가구,3인가구,4인가구,직장인구,생활인구,편의점수,슈퍼마켓수,여관수,외식업수,주유소수,피시방수,당구장수,노래방수,독서실수,지하철역수,월매출
120228,1442,1819,5842,5333,3974,3614,2866,1763,565,7568,2663,1830,1496,5131.494,19686.38,22,26,0,247,3,4,7,17,6,1,40883169
212269,1199,949,3969,4038,2485,2700,2127,1238,344,4625,1884,1375,1085,3615.189,28564.75,20,30,11,249,2,1,5,15,4,0,61293599
173563,864,1007,6501,4984,3007,3213,2516,1537,460,8566,2528,1404,935,2598.22,16952.03,28,36,12,469,1,10,11,30,4,0,64880734
164874,842,992,4438,3622,2714,3041,2325,1534,482,5945,2155,1230,857,879.4151,15122.31,10,26,0,182,0,2,2,12,4,0,78108635
103531,1034,1286,6102,4944,3316,3278,2629,1549,489,9098,2247,1405,1066,1759.974,36545.62,25,26,0,183,7,11,6,7,15,0,50271031
99350,1162,1406,5769,4711,3850,4521,2783,1584,487,8038,2308,1459,1106,4676.287,24283.17,25,40,3,245,3,9,7,22,3,0,68248630
197512,500,567,8429,5929,2541,1972,1500,915,277,13469,1966,680,414,2376.287,22599.2,39,49,113,496,1,13,13,55,2,1,84535644
78648,1413,1569,1779,2221,3193,2599,2064,1234,388,1905,1502,1320,1310,1968.017,23714.27,4,15,0,44,2,2,1,1,1,0,68644786
96721,929,975,3977,3686,2750,3444,2242,1175,430,6278,1796,1006,833,3299.85,17036.88,22,46,6,401,0,9,7,38,2,0,43485780
125414,851,1158,7067,4957,3653,3162,2117,1244,470,11667,1801,1159,857,2953.469,38761.77,43,39,1,534,1,28,18,30,50,0,29604459
78878,1123,1865,3265,3094,3917,4644,4030,2637,946,4625,2723,1955,1616,1935.671,20864.98,9,42,5,122,1,1,2,5,1,0,43582362
100013,2058,2601,5088,4842,5090,5498,4563,2424,716,5405,3171,2612,2211,4229.706,17542.11,21,40,7,245,2,3,7,13,5,0,29408192
109023,1650,2158,4321,4146,4415,5398,3910,2431,776,4977,3153,2320,1851,1578.346,12479.31,22,34,0,124,2,5,5,9,5,0,27230137
132931,1651,2001,3030,3926,3899,2918,2329,1252,440,3827,1735,1617,1507,32639.64,35375.85,34,41,11,490,7,9,17,15,7,1,60032255
159087,1510,1685,2714,3887,3287,2425,1755,926,305,3640,1484,1398,1335,70861.23,34722.31,40,55,10,655,0,5,14,14,10,1,68593992
121117,1757,2775,5182,5031,4921,4855,3501,2051,698,5587,2588,2288,2108,68519.07,18166.58,81,59,35,1221,9,7,43,59,12,0,61227717
139766,3158,4220,3727,4208,6468,4538,3014,1779,620,2380,1912,2588,3290,35465.36,23595.31,35,41,7,664,3,2,21,16,14,0,1.06E+08
155668,2718,4043,4565,5436,6795,5342,3285,1591,638,4692,2607,2906,2964,19103.62,32351.25,32,39,8,473,5,4,7,32,8,1,90478832
143968,672,2040,1520,966,2596,2018,1179,976,315,740,836,978,1287,14447.69,46495.78,8,19,0,113,0,1,1,1,2,1,22060329
172872,3233,3525,4625,6143,6708,4058,2905,1480,454,6316,2264,2317,2673,7909.658,40497.81,29,33,3,378,1,10,6,18,3,2,59607436
136653,2052,2711,1400,1822,3871,1977,1338,890,274,738,826,1313,1697,11232.03,27647.61,7,11,0,54,0,0,0,0,7,1,38556660
227111,1910,2735,2220,2680,4341,2918,1868,1107,402,1288,1370,1849,2018,8772.628,26377.42,9,24,0,128,0,3,4,5,4,0,25140160
224702,1909,2304,2445,3110,3781,2889,2257,1177,404,1904,1501,1764,1640,30577.25,23856.3,40,71,3,625,6,6,6,11,6,1,2.80E+08
129364,1614,2914,2705,2637,4191,3403,2150,1262,584,2086,1550,1721,1898,24778.48,26775.95,20,19,9,338,8,3,8,17,6,0,38856373
121183,1257,1416,2564,3260,2855,2459,2065,1231,396,2881,1692,1402,1220,16066.64,14543.99,18,26,3,309,1,9,11,25,4,0,57299614
138448,1330,1761,3147,3416,3253,3402,2834,1601,491,3133,2061,1686,1518,18152.95,12113.05,25,32,1,401,10,2,12,21,4,1,23814036
134998,1420,2185,3109,3146,3486,3837,3129,1609,541,2272,1895,1886,1866,17708.52,15249.89,18,29,1,130,2,0,3,0,3,0,51991201
115970,1785,2756,3316,3855,4485,3540,2323,1594,546,3402,2000,1803,1924,21186.66,27181.62,25,31,6,344,1,2,9,12,8,0,44316465
120974,4928,4177,5689,7702,8008,6441,5375,2755,948,5908,3952,3418,3469,38840.92,22720.01,46,54,2,653,9,7,22,30,3,1,58479916
91743,1686,1692,3624,4805,4021,3455,2445,1225,347,4936,2210,1656,1462,106292.1,16315.7,46,67,0,721,6,5,28,43,5,1,49328578
87352,2331,1240,2025,3171,2989,2519,2348,1379,460,2072,1810,1516,1361,5500.459,23038.37,13,13,0,96,6,0,1,2,1,1,19506004
189594,1085,1786,2509,2731,3229,2469,1822,1386,541,2943,1575,1291,1234,34856.86,13592.46,44,52,15,1024,4,6,11,28,3,1,54623856
164930,819,1003,4829,6199,3915,2879,2305,1296,440,9268,2453,1211,858,46396.72,14821.74,80,59,13,925,4,9,16,42,6,2,77653987
139437,1265,1399,3597,4849,3846,2905,2248,1424,451,6126,2094,1525,1216,57741.81,19357.52,77,61,11,1076,8,10,14,15,5,2,59048123
197817,2346,2921,3368,3822,5094,3875,3110,2320,830,3036,2362,2392,2254,62593.02,16549.62,57,78,5,975,5,6,8,18,6,0,32004295
168623,2455,2662,4329,5178,5194,4528,3275,1808,579,4663,2425,2391,2268,80808.66,19957.17,55,74,3,865,7,5,7,9,4,1,65379803
173572,997,1474,2193,2346,2514,2442,1761,987,268,1974,1222,1186,1144,129114.8,49963.81,55,49,3,768,10,3,20,23,2,3,70158173
155942,2601,3449,3973,5461,6396,3854,2431,1597,453,5621,2292,2293,2331,50190.44,61027.45,51,60,25,535,7,3,16,10,4,4,61267138
279105,2022,5564,2684,1809,6187,3761,1883,984,332,573,914,1941,3140,27124.2,16549.82,23,16,0,190,0,6,3,7,10,0,40659295
157488,2033,6626,5509,3578,7700,6954,4002,1905,551,2427,1996,3215,4347,94070.33,8838.837,49,65,1,628,3,4,16,9,32,2,42853404
178629,829,2652,3553,3627,4246,3154,1527,966,266,5285,1653,1412,1383,36677.21,54560.5,61,45,8,828,1,9,17,25,28,0,65255135
157738,1248,1525,8140,10600,6017,4300,2974,1677,515,16463,3579,1727,1178,182347.1,16977.96,200,171,70,2766,4,33,72,100,28,2,66624506
152412,3145,5325,4806,5695,8559,4621,2547,1680,501,6216,2305,2783,3160,64570.6,16465.35,54,55,32,559,10,6,18,10,13,0,78340835
183753,1859,2380,3302,3505,3913,3526,2494,1199,416,2500,1562,1828,2095,61900.33,14160.23,29,25,5,246,9,1,5,5,7,1,58673309
180024,2948,4826,4250,3980,6695,5432,3477,1944,666,2223,2298,3008,3433,199479.8,23372.18,25,26,0,315,3,2,9,10,10,2,38399238
168681,1305,2166,2500,2291,2976,3246,2378,968,293,1458,1301,1554,1807,9748.607,22953.14,11,27,0,153,1,1,8,9,7,3,22336448
86258,1227,1752,2764,2936,3150,3180,2177,987,301,2928,1536,1424,1435,9788.613,44381.04,32,30,2,240,2,5,14,17,7,0,33291550
155771,5222,4484,5459,7675,7685,6063,4558,2591,1197,5738,3774,3248,3389,1780.225,48687.99,22,31,0,207,10,3,2,2,4,0,23094627
142033,2374,3502,2756,3239,4690,3714,2721,969,420,1491,1479,2008,2595,41984.24,11874.01,10,17,0,58,0,1,1,1,6,1,2.50E+08
120060,855,1345,2504,2483,2295,2760,2504,1317,482,3116,1765,1303,990,2528.358,16355.08,12,25,0,207,2,9,10,22,6,0,62769486
218536,1284,1902,2047,2771,3127,2696,2482,1324,388,2163,1746,1547,1472,8314.885,16598.47,7,18,0,84,5,1,0,0,4,1,62103062
132788,763,730,1864,2671,1801,2548,3284,1717,661,3250,2311,1281,747,18145.74,14061.16,20,16,0,219,1,2,4,4,4,1,97188214
90189,874,1073,1996,2413,2365,2959,2418,1250,424,2528,1592,1195,1040,1295.363,43554.73,8,20,0,142,0,4,3,12,0,0,56826598
107433,1983,2160,3806,4144,4044,3705,2994,1451,503,3900,2004,2104,1911,4442.598,14795.27,18,26,0,159,2,3,3,14,13,0,69056777
97150,748,1187,1865,1713,2170,2440,1796,999,314,1801,1267,1050,1014,4524.533,16814.6,12,17,3,122,1,5,9,13,3,1,25314958
136240,1172,1547,1926,2366,2899,2985,2310,1380,487,2486,1782,1422,1193,3082.036,31038.89,11,20,0,135,1,4,6,13,4,0,42475238
72130,1260,1771,2616,2580,3252,3834,3105,1824,652,3548,2081,1559,1388,1203.2,20008.99,10,29,5,160,0,2,3,11,0,1,34498090
97886,1101,1622,2600,2486,3097,4035,3010,1731,610,3086,2093,1642,1357,2558.255,34628,10,28,0,231,2,10,6,14,1,0,40603952
110210,1139,1839,2566,2355,2833,2767,1806,817,335,1798,1198,1329,1457,8381.904,16335.56,22,17,1,312,3,3,13,24,13,1,45251346
135306,1441,1469,4763,5838,3800,3947,3025,1418,441,7062,2690,1830,1400,21616.7,20951.31,38,36,63,698,3,13,21,65,6,0,80389375
333684,1412,2968,2375,1875,3523,3172,2322,908,338,668,1049,1610,2097,27212.16,15520.14,16,22,0,67,1,1,1,0,4,1,57436896
103822,3127,3632,6038,6123,6142,7351,5306,2299,930,4223,3541,3559,3374,26473.4,26809.45,40,64,0,368,8,8,14,23,16,1,23423344
109775,1543,1591,4826,5851,3682,3950,2995,1379,430,5801,2653,1940,1524,15648.28,11339.3,24,42,1,481,3,6,18,39,5,0,52780885
129176,1709,2078,3021,3148,3172,3506,2647,1061,402,1528,1501,1755,1934,11310.55,12972.74,13,27,0,156,1,5,0,1,12,0,36294310
128332,1972,2188,5733,7453,5302,5225,3757,1877,584,8257,3478,2473,1908,10844.56,23144.96,45,58,5,562,9,9,19,66,16,1,43040427
143652,1932,2314,5433,7259,5454,4853,3440,1595,505,8185,3238,2398,1925,6876.809,65898.19,36,36,5,391,4,10,17,28,16,0,52432216
127851,1777,2131,4460,5092,4128,5049,3306,1408,534,4425,2436,2271,2054,32092.77,28141.3,43,43,3,650,1,9,23,130,7,0,53983828
102804,2975,2212,3656,5300,3901,3872,2820,1013,265,1684,2351,2394,2377,5737.849,11768.96,6,50,0,181,1,0,0,1,0,2,1.84E+08
121732,2825,3812,4919,5141,5809,5502,3769,1529,591,2823,2484,2933,3199,9268.471,24445.06,19,44,0,296,9,10,6,31,15,2,49211057
108140,1462,1710,3447,3785,3030,3663,2716,1106,362,2768,1834,1746,1684,30109.03,32220.46,15,36,1,215,1,5,5,26,9,1,75540988
231907,1780,1641,5511,7954,4240,3584,3049,1469,590,8388,2755,1960,1800,37349.26,16154.89,64,82,1,783,7,5,8,9,4,0,37666415
119764,2901,3392,4811,5521,5502,5793,3957,1769,664,3708,3152,2969,2730,7756.792,34564.63,25,26,0,223,3,5,5,15,4,1,27723276
215981,4953,3352,2877,5399,5449,3300,1936,822,251,1050,1740,2335,2903,1426.983,10516.69,14,16,0,158,2,1,1,0,3,1,14681029
167542,1514,2034,5205,6436,4730,4425,3263,1505,481,7907,2911,2054,1610,8205.633,26047.52,55,42,33,872,5,20,33,76,15,0,56952574
543268,4519,6006,3270,4861,8963,4473,2730,1463,422,1862,1878,3061,4330,5873.034,26370.75,23,16,0,119,0,0,1,0,0,0,1.11E+08
128940,3510,4046,4334,5091,6341,5356,4611,2195,640,1966,2566,3210,3638,19745.38,27149.36,17,35,0,224,0,0,2,1,2,1,20792533
448214,3360,2375,2291,3986,4554,3117,2576,1154,348,1381,1553,2239,2372,17933.94,48067.64,6,11,1,56,0,0,1,0,0,1,47024290
212606,1514,1723,2216,2656,2703,2749,2330,1044,437,952,1340,1584,1556,117166.6,17170.13,30,32,0,399,0,0,4,2,6,2,55584780
142495,659,1137,1335,1146,1533,1684,1452,858,390,504,799,901,995,6233.704,19294.74,2,9,0,21,0,0,1,0,2,1,80829767
175627,3008,4497,3983,3621,5737,5059,3612,1978,883,2202,2569,2237,2877,1225.972,15916.53,21,20,0,103,1,3,4,1,3,0,12591717
80301,657,1296,1472,1389,1659,2135,1561,660,229,1164,880,930,921,4528.275,6358.823,11,31,0,181,3,6,3,12,1,1,44173407
126290,1657,2510,2938,3072,3746,3680,2942,1284,459,1954,1676,1945,2016,2493.098,17386.72,18,26,2,376,0,9,16,26,10,2,57476246
117438,1201,2675,2420,1913,3177,3045,2279,858,314,1127,1064,1343,1946,2125.488,24739.72,18,14,1,210,3,12,8,7,16,0,29002557
184567,3375,3455,2833,4367,5381,3777,2624,1024,436,1573,1617,2281,2914,1776.672,17497.33,8,20,0,113,0,1,3,4,2,1,43661778
81687,313,560,942,832,1060,1514,1207,624,245,1460,766,558,417,1716.944,29866.14,6,20,0,91,0,2,3,5,0,0,41491029
102735,2542,3008,5114,5844,6012,6406,4872,2527,833,6116,3697,3097,2569,5924.948,16785.22,32,46,7,353,4,10,11,27,4,1,40598638
116545,1356,1044,1926,2707,2374,2191,1731,957,288,1820,1332,1288,1182,1224.028,35982.93,10,15,1,153,3,3,3,6,5,0,43316667
95057,2144,2088,2100,2806,3395,2797,2262,986,295,1039,1331,1638,1811,4375.037,26280.1,7,17,0,61,1,0,0,1,4,0,75578443
90920,1690,2092,4076,4469,4289,5101,4220,2155,671,5089,2959,2398,1829,3356.104,17358.5,23,44,0,252,1,8,8,8,4,0,36530692
104572,2068,2141,4989,6503,5459,6543,4847,2641,844,8529,3846,2725,1980,4313.255,18617.69,48,70,64,694,6,10,21,42,2,0,44631042
112109,1691,1539,4195,5093,4155,4896,4012,2029,657,6494,2938,2193,1571,5361.928,36111.26,29,62,13,353,0,6,11,18,1,0,33548246
106415,1695,1932,2753,3464,3496,3159,2516,1235,409,2359,1844,1800,1637,12629.97,26537.21,23,23,0,380,4,1,10,12,1,1,32657224
117569,1318,1382,3968,4661,3848,4414,3451,1829,578,6108,2742,1954,1291,9276.118,21844.82,26,41,2,415,3,10,14,29,5,2,62775537
111788,1482,2070,3630,3833,3773,4127,3017,1561,465,3742,2230,1972,1771,5153.799,34922.2,31,40,2,577,3,19,21,33,6,1,50129366
106628,2920,3397,6998,7633,7118,7929,6573,3072,1003,8106,4322,3748,3213,13199.28,33040.85,62,77,49,736,6,15,24,46,11,1,43496128
94649,2053,2529,4059,4136,4231,4805,3786,1636,601,3527,2423,2313,2301,5278.577,24687.79,22,26,5,278,3,7,8,17,7,0,44515671
160242,882,1227,1675,1776,2238,2036,1390,1032,505,2043,1135,991,915,7599.266,15864.54,12,35,2,286,0,2,3,2,0,0,32006332
200198,608,704,1279,1496,1558,1588,1203,781,460,2373,935,673,536,69281.48,24295.07,30,66,7,1011,2,1,16,14,4,2,44629471
183892,139,237,350,426,428,453,447,299,156,729,252,182,140,4231.349,5840.575,8,36,4,284,0,0,2,0,0,0,20644838
104196,588,941,1526,1366,1693,1733,1287,809,390,1686,972,745,689,3252.692,15173.04,12,15,3,130,3,3,0,0,1,0,36622411
82299,1208,1665,2523,2287,2834,3363,2465,1413,757,2428,1753,1470,1352,2755.503,19270.38,14,20,2,160,4,2,3,2,2,0,24478622
162791,730,1025,949,984,1582,1411,990,652,302,764,717,736,757,635.453,7122.287,4,7,1,39,0,1,0,2,0,1,1.59E+08
223640,907,872,1307,1840,1877,1628,1138,737,316,1658,1090,918,755,3999.809,6723.47,16,9,4,119,0,1,1,1,1,0,15189186
150658,218,348,498,602,795,724,603,448,170,956,433,348,243,21122.3,7313.243,9,32,3,227,1,0,4,4,0,0,46916698
249923,275,295,1096,1208,1244,1583,1469,862,364,4149,523,286,204,145953.3,58693.11,117,250,144,2595,4,9,47,50,12,3,44199419
255336,126,273,1365,761,671,1017,798,540,201,2353,520,285,180,18207.2,17752.18,26,96,26,563,0,3,15,10,0,2,54752791
162176,279,505,2061,1364,1070,1155,924,612,305,2725,805,462,343,17679.46,23032.04,19,26,1,429,0,2,4,4,2,0,1.50E+08
164646,723,1631,7034,2326,2326,2338,1593,1250,623,5634,1459,1050,875,4812.525,29071.13,33,49,12,712,1,12,9,22,4,1,30640744
197134,171,275,930,642,761,1363,1051,560,209,1766,571,317,208,3016.877,9766.071,7,45,33,221,0,5,7,9,1,0,64242900
90776,286,571,1650,1091,1310,2113,1428,836,308,1983,908,622,445,639.921,10132.84,4,22,4,124,0,2,3,5,0,0,61860647
98319,412,558,1039,1019,1015,1308,997,550,235,944,689,634,454,464.8291,4739.573,3,10,0,31,0,0,0,0,1,1,12048044
100845,329,399,906,925,1023,1216,894,535,223,1397,658,459,355,563.3993,7856.58,8,9,2,49,0,1,1,0,1,0,63671322
120870,304,392,2072,1606,1326,1778,1373,761,307,3915,921,519,386,2680.142,14877.77,25,45,40,237,0,4,8,19,0,1,63447943
221939,275,208,267,661,696,448,304,120,49,631,219,160,98,139413.4,24718.09,52,52,15,835,3,1,10,5,1,1,53499882
378616,240,251,564,676,805,1117,1143,598,291,2025,442,302,222,68590.79,25170.77,60,331,44,688,4,1,9,9,1,2,31178842
257799,136,192,479,554,569,642,589,349,146,1109,220,141,81,149331.4,29899.41,91,178,55,1581,0,2,21,12,3,2,48529243
159193,209,222,1303,721,520,649,621,356,177,1480,422,214,157,19108.09,10557.41,31,37,10,529,2,4,6,14,0,1,39023219
114518,217,378,1723,762,670,659,530,380,174,1791,432,240,208,13527.61,9807.555,16,14,13,152,3,1,4,3,2,1,34236275
203825,198,256,1311,1076,801,1081,929,547,210,2003,536,283,186,38740.98,22157.46,55,216,55,819,2,4,18,18,3,1,46045293
186177,58,45,273,318,212,365,410,203,78,1081,165,62,35,28544.49,16571.28,34,115,29,695,2,1,18,15,3,2,40839318
367247,329,363,1856,1538,1284,1744,1117,664,248,2840,830,439,312,14335.03,24149.94,32,109,15,349,4,1,8,20,1,1,55381230
121953,619,906,2639,2396,2188,2429,1945,1249,494,3193,1661,1028,853,7766.974,15631.59,17,29,6,222,3,1,7,17,1,1,36943084
167356,1192,1037,2092,2546,2569,2935,2624,1648,780,2914,2082,1492,1014,2712.865,17546.7,12,19,3,141,0,5,2,8,3,2,50351495
103145,811,939,2077,2277,2058,2416,1913,1173,591,2478,1531,1164,904,2856.042,11825.19,6,14,0,99,0,3,3,2,2,0,77566455
129345,634,600,1763,1856,1642,1951,1327,840,330,2643,1188,761,578,2354.825,11616.4,7,24,7,248,8,4,4,12,1,0,50151971
118512,791,882,1525,1414,1686,1998,1395,771,407,1155,973,902,834,2131.683,10705.59,10,14,2,119,0,4,9,4,0,0,49268261
143028,845,570,2386,3087,1968,2001,1573,895,339,3787,1498,898,579,3241.652,14057.09,13,42,21,259,0,0,6,9,1,0,66455474
136658,1085,779,1551,2414,2111,2060,1445,933,417,2513,1299,1035,778,7447.454,8824.881,14,22,9,244,0,4,6,5,2,0,35637841
110670,1065,1347,2666,2975,2894,3037,2265,1354,589,4104,1772,1367,970,3292.841,14803.33,19,37,5,222,2,2,2,4,0,0,44619103
104591,487,650,1923,2255,1683,1622,1512,935,451,2844,1196,744,479,2968.7,11556.41,20,29,1,222,0,0,1,2,0,1,16518912
120790,245,290,1077,1158,1232,1808,1373,706,281,4217,609,301,244,52698.48,14387.98,33,40,32,548,2,9,12,20,4,3,42827723
133706,751,1250,4474,3334,2882,3212,2403,1560,661,6570,2031,1215,888,8556.984,24325.91,27,50,12,454,4,6,5,13,6,0,42032788
100664,1470,912,2513,3879,2765,2288,1660,849,361,3791,1693,1260,954,16340.55,20893.1,19,31,6,365,2,3,5,11,2,0,53390330
107100,970,1308,1917,2131,2413,2363,1716,1048,539,2144,1304,1189,1035,4075.125,13753.03,15,27,3,122,8,0,3,5,2,0,55655841
135502,797,801,1630,1898,1598,1586,1032,644,331,1519,998,849,708,1701.404,10606.54,9,17,0,60,0,0,3,0,2,0,35912843
101189,808,884,1868,2080,1905,2024,1531,956,373,1985,1313,1037,809,1024.046,9680.521,8,18,0,131,0,1,1,7,1,1,21991442
142638,1148,1067,2937,4004,2982,3285,2351,1371,614,5719,1857,1227,925,60560.63,41985.4,47,77,59,847,4,0,9,18,0,4,63867253
301294,3001,3075,3050,3944,5305,4614,3013,1884,1180,2213,2314,2672,2417,2771.054,28971.74,16,32,0,241,1,2,2,2,5,0,42450245
70071,575,523,1019,1539,1257,1423,1327,779,370,1318,1046,804,495,503.9333,8137.218,6,10,1,46,0,0,0,1,1,0,85694440
199088,364,412,1731,1806,1304,1311,1103,652,372,2237,740,446,300,5622.582,10066.49,26,63,11,604,0,0,3,6,1,1,59929899
127369,602,608,1639,2148,1736,1458,1236,881,422,2674,1038,653,432,2582.882,12728.55,13,26,2,303,0,0,1,3,0,0,76459724
135270,1475,1411,3134,4821,4004,3694,2873,1664,702,6164,2365,1443,985,14937.64,34487.61,26,88,7,742,6,4,9,13,1,2,64423436
62635,914,1630,1870,1684,2715,2364,1438,833,601,1739,1131,955,1069,5839.18,17215.06,9,18,1,73,2,0,1,0,0,1,45095689
111432,593,851,2747,2698,2450,2703,2029,1268,564,4167,1686,997,662,787.7408,11074.45,10,35,6,197,0,2,5,5,0,0,93185622
113212,1260,1264,2654,3064,2752,2867,2098,1187,439,2933,1751,1415,1178,1304.75,16585.98,10,18,7,127,0,3,3,7,4,1,15302530
125761,2463,1673,4596,4954,4130,4563,2989,1631,685,4519,2553,2370,1940,8349.731,27393.55,28,45,33,456,2,5,7,16,1,0,44020071
127874,1271,1752,4751,3375,3217,3890,2959,1739,698,4941,2329,1729,1449,11178.68,24606.68,19,37,3,214,7,2,11,8,1,1,57043998
140472,445,947,5805,1787,1169,1319,946,759,286,5510,992,567,471,7313.527,24017.54,34,20,1,451,0,14,14,19,0,2,57207452
141291,1032,1058,2501,2431,2252,2411,1692,983,390,2767,1410,1229,950,6266.634,21057.91,17,30,1,326,0,1,7,10,3,1,46659716
129507,1896,2217,3063,3803,4237,3958,2708,1741,698,2409,2420,2205,1930,897.5125,19381.8,8,10,0,79,0,0,0,2,3,1,55512354
125042,1352,1111,1866,2866,2636,2404,2044,1102,481,2173,1667,1464,1072,1007.935,15327.7,9,13,1,71,0,2,3,2,2,1,14872903
126159,1784,1559,3060,4307,3855,3774,2974,1767,715,3673,2589,2102,1568,1217.308,22153.16,15,35,10,224,0,1,5,6,2,0,31498366
121639,1412,990,1590,2831,2660,2179,1794,1068,433,2208,1619,1435,951,838.8656,12514.48,7,19,2,119,1,4,3,8,1,1,14542557
164465,2707,1714,3086,5318,4535,4009,3123,1743,735,3269,2839,2607,1811,3329.858,28494.89,13,15,0,154,1,1,2,5,4,1,1.75E+08
120978,1080,1192,2641,3051,2513,3109,2089,929,380,3148,1672,1297,1186,6640.616,19000.44,23,34,3,196,2,3,4,10,2,0,41927823
124653,824,979,2302,2637,2201,2197,1717,892,353,3032,1414,1095,844,15668.36,21099.19,30,36,4,488,6,1,9,15,1,2,43976311
93779,929,964,2493,2784,2552,3404,2635,1252,470,4174,1823,1285,954,44919.11,20124.18,22,35,11,399,1,8,10,19,1,0,51330766
108298,616,560,2127,2082,1568,1929,1500,843,340,3009,1093,770,660,48668.09,29536.08,56,51,7,571,7,7,16,26,1,1,63179364
82140,587,645,1826,1768,1696,2130,1608,757,297,2829,1173,799,587,2448.223,10843.91,8,21,7,77,1,1,2,4,0,0,41011283
125259,523,791,2356,1847,1944,2503,1680,1036,415,4202,1207,741,579,27241.96,17964.49,15,47,7,231,7,4,3,15,2,3,44994326
157380,455,922,11394,4660,2311,2266,1727,1044,396,13187,1977,747,565,6410.88,36047.97,60,47,32,995,5,14,30,98,3,1,60226005
110375,1022,1253,5580,4026,2727,3069,2382,1368,508,6307,2051,1351,977,6822.36,18914.84,30,37,14,393,2,5,11,21,4,0,35202797
86663,845,793,2797,3076,2304,2707,2084,1152,377,4105,1848,1162,808,4208.976,16845.64,15,36,7,264,7,7,7,23,1,0,83985705
90423,1287,1454,4012,4088,3118,3717,2764,1483,488,4705,2472,1711,1320,3930.107,18883.67,27,35,8,267,1,4,7,23,4,0,35672981
94090,807,1044,2731,2819,2457,3068,2371,1301,453,4148,1942,1284,886,2489.581,16595.51,17,21,6,245,4,8,4,18,2,1,69082665
108720,1656,2087,4602,4678,4399,5477,4272,2282,737,4991,3177,2578,1936,2522.681,26808.29,20,37,3,243,2,6,11,21,5,0,34920187
134995,627,566,2516,2802,1666,1518,1261,744,293,3691,1324,745,517,3278.483,16089.15,21,19,1,153,5,3,7,20,0,3,33783080
140039,3458,5617,4161,4098,7839,5364,2962,1481,803,2249,1972,3031,3923,6875.695,39859.6,20,34,4,252,2,1,5,9,10,1,51579789
121920,1137,1560,4475,4029,3627,3991,2868,1535,562,5895,2441,1640,1298,9047.837,25942.37,22,27,4,350,4,6,12,18,5,0,72106884
85428,1780,1987,3983,4213,4249,4456,3574,1672,588,4089,2620,2161,1878,5406.941,21759.24,20,37,1,226,2,6,7,18,3,1,44863911
124891,2442,2669,4073,4485,4711,4745,3532,1602,820,2965,2509,2442,2561,3156.051,24801.42,28,30,5,307,1,3,6,9,5,1,68310189
148193,938,1008,3682,3289,3166,4552,3401,1662,604,5088,2047,1317,893,2923.687,27735.91,30,38,11,454,0,7,12,46,4,0,1.02E+08
108732,977,1266,4938,4475,3344,3473,2462,1438,557,6709,2419,1533,1096,4627.053,24043.6,28,33,5,460,1,8,15,59,1,0,51413319
118544,1936,2476,3818,4092,4558,4584,3424,1911,703,4232,2619,2277,1936,3356.907,24815.4,18,35,7,269,4,4,3,14,4,0,56957760
134399,1973,2603,4847,4801,4706,4937,3435,1673,709,4173,2608,2456,2342,9576.546,33310.51,32,72,7,433,2,10,10,19,12,1,53026409
103155,1397,1508,6457,5529,4448,5017,4124,2591,1120,10992,3174,1927,1387,28668.4,42626.34,51,98,34,705,7,6,17,26,3,2,61628909
137237,1115,1536,5792,3594,3276,4004,3919,2601,1124,7121,2656,1680,1262,6055.097,31088.18,30,142,31,494,1,3,5,8,4,1,43903531
98157,1971,2039,4850,4559,4516,5072,4193,2551,1082,7485,3037,2378,1738,2877.728,33563.97,29,41,22,436,5,12,14,17,8,0,34583604
122622,1314,1810,2599,2463,3148,3324,2670,1622,713,2278,1844,1701,1447,2894.443,16837.49,16,29,0,151,1,4,5,8,4,0,38319238
129713,2808,2029,4145,5546,4735,4409,3209,1869,760,5020,2706,2425,2036,4930.61,24839.25,33,41,17,266,1,5,11,18,5,0,34899171
98418,1903,2123,4092,4595,4536,5115,4146,2498,957,4658,3211,2465,2068,3851.855,25486.46,16,34,1,196,5,4,6,16,5,0,46352297
97830,2667,2686,5356,6571,6532,6223,5369,2837,907,7722,3943,3113,2442,12915.82,36328.21,54,55,14,644,10,13,24,38,1,0,62552819
114050,3018,2903,3998,5370,5870,5067,4205,2255,735,4778,3092,2890,2444,6689.339,28034.33,38,69,20,562,1,6,22,37,16,0,56861347
88812,910,1224,2635,2566,2816,3892,3862,2494,1010,5089,2358,1522,1139,5756.013,20096.08,17,73,18,334,6,5,10,20,1,1,46437015
135466,482,815,5076,1609,1376,1239,973,703,336,4089,907,576,473,3759.537,21077.99,23,34,6,496,0,9,10,20,6,0,62387884
156739,812,895,4493,2324,1793,2067,1550,1002,413,3867,1276,944,780,2104.718,17218.37,18,23,16,192,1,3,2,12,2,1,39397407
108469,1348,2179,5661,3162,3634,3604,2947,1811,666,5716,2137,1806,1613,3498.884,21292.59,17,22,0,149,8,3,5,3,2,0,49230496
141471,771,1476,6770,2514,2639,2703,2222,1526,674,6452,1713,1090,958,5685.433,23460.95,31,35,3,390,1,13,4,8,7,1,58004847
86038,1370,1924,3092,2678,3345,3494,2726,1810,682,2999,1930,1667,1548,985.8893,16394.42,13,21,5,101,1,1,3,6,2,1,26836862
